AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2021,3,54,NORTE DE SANTANDER,54480,MUTISCUA,64,4659,"0,0137"
2022,2,13,BOLIVAR,13873,VILLANUEVA,1571,25559,"0,0615"
2023,1,25,CUNDINAMARCA,25745,SIMIJACA,2116,15149,"0,1397"
2023,1,25,CUNDINAMARCA,25483,NARI�O,21,2741,"0,0077"
2021,1,20,CESAR,20310,GONZALEZ,17,4629,"0,0037"
2022,1,15,BOYACA,15621,RONDON,6,2492,"0,0024"
2020,3,94,GUAINIA,94343,BARRANCO MINAS,3,9947,"0,0003"
2020,2,63,QUINDIO,63302,GENOVA,102,7629,"0,0134"
2021,2,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,2873,52406,"0,0548"
2021,4,18,CAQUETA,18205,CURILLO,35,7926,"0,0044"
2020,2,05,ANTIOQUIA,05607,RETIRO,6746,24466,"0,2757"
2020,3,23,CORDOBA,23417,LORICA,5602,115491,"0,0485"
2021,1,15,BOYACA,15516,PAIPA,6193,35324,"0,1753"
2021,2,68,SANTANDER,68682,SAN JOAQUIN,14,2251,"0,0062"
2020,2,25,CUNDINAMARCA,25317,GUACHETA,683,14205,"0,0481"
