AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2022,3,19,CAUCA,19548,PIENDAMO,1267,43035,"0,0294"
2021,4,52,NARI�O,52203,COLON,111,8731,"0,0127"
2020,3,76,VALLE DEL CAUCA,76036,ANDALUCIA,2466,22786,"0,1082"
2020,3,50,META,50325,MAPIRIPAN,16,7202,"0,0022"
2021,1,20,CESAR,20400,LA JAGUA DE IBIRICO,5313,51603,"0,103"
2022,3,18,CAQUETA,18001,FLORENCIA,25814,176630,"0,1461"
2023,1,20,CESAR,20178,CHIRIGUANA,918,31771,"0,0289"
2022,1,13,BOLIVAR,13667,SAN MARTIN DE LOBA,845,15790,"0,0535"
2021,3,15,BOYACA,15466,MONGUI,108,4352,"0,0248"
2023,1,52,NARI�O,52473,MOSQUERA,66,12547,"0,0053"
2022,4,27,CHOCO,27250,EL LITORAL DEL SAN JUAN,102,24533,"0,0042"
2022,3,47,MAGDALENA,47541,PEDRAZA,7,10236,"0,0007"
2022,3,13,BOLIVAR,13001,CARTAGENA,193652,1043185,"0,1856"
2022,3,47,MAGDALENA,47960,ZAPAYAN,37,10791,"0,0034"
2023,1,68,SANTANDER,68101,BOLIVAR,58,11803,"0,0049"
2021,1,17,CALDAS,17380,LA DORADA,11385,74200,"0,1534"
2020,3,05,ANTIOQUIA,05837,TURBO,11542,129443,"0,0892"
2021,4,70,SUCRE,70233,EL ROBLE,21,10054,"0,0021"
2022,2,19,CAUCA,19533,PIAMONTE,30,9595,"0,0031"
2022,4,23,CORDOBA,23350,LA APARTADA,2102,15512,"0,1355"
2020,2,19,CAUCA,19256,EL TAMBO,501,55329,"0,0091"
2021,3,19,CAUCA,19001,POPAYAN,63461,332323,"0,191"
2021,4,73,TOLIMA,73408,LERIDA,433,18582,"0,0233"
2021,4,73,TOLIMA,73268,ESPINAL,15542,73986,"0,2101"
2022,4,19,CAUCA,19318,GUAPI,291,28878,"0,0101"
2023,1,25,CUNDINAMARCA,25326,GUATAVITA,281,7382,"0,0381"
2022,1,25,CUNDINAMARCA,25898,ZIPACON,36,5282,"0,0068"
2022,1,05,ANTIOQUIA,05206,CONCEPCION,457,4965,"0,092"
2021,1,19,CAUCA,19455,MIRANDA,1211,32675,"0,0371"
2022,4,13,BOLIVAR,13744,SIMITI,1680,19733,"0,0851"
2020,4,15,BOYACA,15104,BOYACA,71,5231,"0,0136"
2022,1,25,CUNDINAMARCA,25592,QUEBRADANEGRA,131,5240,"0,025"
2020,4,05,ANTIOQUIA,05150,CAROLINA,468,4069,"0,115"
2021,1,41,HUILA,41020,ALGECIRAS,953,23460,"0,0406"
2020,4,08,ATLANTICO,08634,SABANAGRANDE,2066,34492,"0,0599"
2020,4,41,HUILA,41020,ALGECIRAS,882,23187,"0,038"
2023,1,05,ANTIOQUIA,05347,HELICONIA,779,5682,"0,1371"
2021,3,05,ANTIOQUIA,05318,GUARNE,12248,58183,"0,2105"
2023,1,52,NARI�O,52320,GUAITARILLA,241,11921,"0,0202"
2023,1,52,NARI�O,52540,POLICARPA,968,10314,"0,0939"
2022,4,17,CALDAS,17013,AGUADAS,1907,23274,"0,0819"
2020,3,52,NARI�O,52356,IPIALES,7640,118519,"0,0645"
2022,2,73,TOLIMA,73217,COYAIMA,361,23373,"0,0154"
2023,1,50,META,50318,GUAMAL,1112,15361,"0,0724"
2021,1,15,BOYACA,15832,TUNUNGUA,7,1589,"0,0044"
2021,4,25,CUNDINAMARCA,25592,QUEBRADANEGRA,142,5068,"0,028"
2021,1,68,SANTANDER,68101,BOLIVAR,64,11604,"0,0055"
2022,4,85,CASANARE,85162,MONTERREY,1257,18890,"0,0665"
2022,4,25,CUNDINAMARCA,25148,CAPARRAPI,1405,13887,"0,1012"
2022,3,41,HUILA,41770,SUAZA,581,23300,"0,0249"
2021,1,73,TOLIMA,73504,ORTEGA,498,34428,"0,0145"
2022,3,66,RISARALDA,66572,PUEBLO RICO,445,16706,"0,0266"
2021,3,66,RISARALDA,66383,LA CELIA,556,7612,"0,073"
2020,2,54,NORTE DE SANTANDER,54250,EL TARRA,865,22079,"0,0392"
2020,3,25,CUNDINAMARCA,25224,CUCUNUBA,48,8148,"0,0059"
2021,4,91,AMAZONAS,91430,LA VICTORIA,1,654,"0,0015"
2022,2,05,ANTIOQUIA,05129,CALDAS,21517,84631,"0,2542"
2022,3,68,SANTANDER,68370,JORDAN,7,1376,"0,0051"
2022,3,25,CUNDINAMARCA,25120,CABRERA,140,5322,"0,0263"
2023,1,13,BOLIVAR,13074,BARRANCO DE LOBA,1226,16181,"0,0758"
2023,1,15,BOYACA,15238,DUITAMA,30987,131591,"0,2355"
2021,2,11,BOGOTA,11001,"BOGOTA, D.C.",2165658,7823334,"0,2768"
2022,4,19,CAUCA,19807,TIMBIO,831,37268,"0,0223"
2022,4,05,ANTIOQUIA,05647,SAN ANDRES DE CUERQUIA,660,7531,"0,0876"
2021,1,68,SANTANDER,68051,ARATOCA,23,8480,"0,0027"
2022,4,47,MAGDALENA,47161,CERRO SAN ANTONIO,6,10954,"0,0005"
2022,3,05,ANTIOQUIA,05190,CISNEROS,2253,10253,"0,2197"
2021,3,68,SANTANDER,68132,CALIFORNIA,56,2207,"0,0254"
2020,4,54,NORTE DE SANTANDER,54172,CHINACOTA,422,18738,"0,0225"
2022,3,97,VAUPES,97777,PAPUNAUA,3,779,"0,0039"
2020,4,05,ANTIOQUIA,05055,ARGELIA,377,7828,"0,0482"
2021,4,25,CUNDINAMARCA,25099,BOJACA,193,11084,"0,0174"
2021,3,05,ANTIOQUIA,05440,MARINILLA,24632,68112,"0,3616"
2020,2,15,BOYACA,15514,PAEZ,58,3354,"0,0173"
2021,3,15,BOYACA,15837,TUTA,473,8641,"0,0547"
2021,3,05,ANTIOQUIA,05411,LIBORINA,454,10361,"0,0438"
2021,2,52,NARI�O,52036,ANCUYA,19,8925,"0,0021"
2022,3,44,LA GUAJIRA,44847,URIBIA,1265,188827,"0,0067"
2022,2,27,CHOCO,27160,CERTEGUI,180,5967,"0,0302"
2020,2,15,BOYACA,15806,TIBASOSA,666,13436,"0,0496"
2020,2,63,QUINDIO,63690,SALENTO,585,9552,"0,0612"
2022,3,15,BOYACA,15531,PAUNA,142,7462,"0,019"
2021,4,41,HUILA,41791,TARQUI,685,18327,"0,0374"
2022,2,63,QUINDIO,63272,FILANDIA,1056,12510,"0,0844"
2023,1,27,CHOCO,27077,BAJO BAUDO,323,33373,"0,0097"
2020,4,15,BOYACA,15293,GACHANTIVA,20,2853,"0,007"
2022,1,54,NORTE DE SANTANDER,54498,OCA�A,7778,132949,"0,0585"
2022,3,20,CESAR,20032,ASTREA,36,22498,"0,0016"
2020,3,18,CAQUETA,18410,LA MONTA�ITA,342,15096,"0,0227"
2021,4,25,CUNDINAMARCA,25878,VIOTA,775,14289,"0,0542"
2022,1,44,LA GUAJIRA,44430,MAICAO,10575,195871,"0,054"
2021,2,19,CAUCA,19397,LA VEGA,144,25455,"0,0057"
2021,4,23,CORDOBA,23419,LOS CORDOBAS,203,19777,"0,0103"
2020,3,05,ANTIOQUIA,05667,SAN RAFAEL,1282,16114,"0,0796"
2022,2,08,ATLANTICO,08436,MANATI,872,21488,"0,0406"
2021,4,15,BOYACA,15723,SATIVASUR,25,1119,"0,0223"
2022,1,25,CUNDINAMARCA,25335,GUAYABETAL,297,7055,"0,0421"
2021,2,52,NARI�O,52227,CUMBAL,111,38175,"0,0029"
2020,2,68,SANTANDER,68211,CONTRATACION,192,3766,"0,051"
2021,2,52,NARI�O,52678,SAMANIEGO,355,29576,"0,012"
2020,3,70,SUCRE,70771,SUCRE,63,31084,"0,002"
2021,4,15,BOYACA,15686,SANTANA,209,7888,"0,0265"
2022,2,85,CASANARE,85136,LA SALINA,25,1388,"0,018"
2023,1,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,167,11467,"0,0146"
2022,4,73,TOLIMA,73349,HONDA,4299,25848,"0,1663"
2022,2,08,ATLANTICO,08558,POLONUEVO,347,19840,"0,0175"
2020,2,19,CAUCA,19418,LOPEZ,129,19113,"0,0067"
2023,1,54,NORTE DE SANTANDER,54480,MUTISCUA,93,4805,"0,0194"
2021,1,05,ANTIOQUIA,05107,BRICE�O,405,8311,"0,0487"
2022,3,52,NARI�O,52079,BARBACOAS,523,57942,"0,009"
2021,2,95,GUAVIARE,95015,CALAMAR,335,10614,"0,0316"
2022,2,17,CALDAS,17050,ARANZAZU,292,10735,"0,0272"
2023,1,17,CALDAS,17867,VICTORIA,1073,10462,"0,1026"
2022,4,13,BOLIVAR,13001,CARTAGENA,196511,1043185,"0,1884"
2021,2,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,139,11280,"0,0123"
2020,2,25,CUNDINAMARCA,25258,EL PE�ON,29,4921,"0,0059"
2021,2,41,HUILA,41298,GARZON,5975,75976,"0,0786"
2020,3,81,ARAUCA,81001,ARAUCA,10056,93457,"0,1076"
2020,2,13,BOLIVAR,13140,CALAMAR,161,23607,"0,0068"
2022,2,25,CUNDINAMARCA,25293,GACHALA,118,4821,"0,0245"
2020,3,23,CORDOBA,23675,SAN BERNARDO DEL VIENTO,447,38392,"0,0116"
2020,3,86,PUTUMAYO,86001,MOCOA,3430,60157,"0,057"
2021,4,20,CESAR,20570,PUEBLO BELLO,323,29706,"0,0109"
2022,2,86,PUTUMAYO,86569,PUERTO CAICEDO,103,16563,"0,0062"
2022,2,25,CUNDINAMARCA,25436,MANTA,1088,4100,"0,2654"
2022,4,66,RISARALDA,66572,PUEBLO RICO,463,16706,"0,0277"
2021,2,25,CUNDINAMARCA,25258,EL PE�ON,18,5000,"0,0036"
2021,1,05,ANTIOQUIA,05368,JERICO,1996,14106,"0,1415"
2022,2,05,ANTIOQUIA,05480,MUTATA,1167,14775,"0,079"
2020,3,15,BOYACA,15740,SIACHOQUE,52,6908,"0,0075"
2022,1,15,BOYACA,15693,SANTA ROSA DE VITERBO,216,13836,"0,0156"
2021,1,23,CORDOBA,23168,CHIMA,27,18479,"0,0015"
2021,4,27,CHOCO,27372,JURADO,146,7153,"0,0204"
2020,2,25,CUNDINAMARCA,25535,PASCA,41,9688,"0,0042"
2021,2,15,BOYACA,15764,SORACA,63,6228,"0,0101"
2021,2,68,SANTANDER,68686,SAN MIGUEL,35,2609,"0,0134"
2022,3,05,ANTIOQUIA,05088,BELLO,140483,557071,"0,2522"
2022,3,05,ANTIOQUIA,05125,CAICEDO,379,8727,"0,0434"
2020,3,23,CORDOBA,23555,PLANETA RICA,4297,66170,"0,0649"
2021,1,15,BOYACA,15317,GUACAMAYAS,6,1907,"0,0031"
2021,4,23,CORDOBA,23168,CHIMA,21,18479,"0,0011"
2021,3,25,CUNDINAMARCA,25841,UBAQUE,76,7271,"0,0105"
2022,4,68,SANTANDER,68679,SAN GIL,10468,62294,"0,168"
2022,1,05,ANTIOQUIA,05664,SAN PEDRO,3709,23193,"0,1599"
2022,1,54,NORTE DE SANTANDER,54418,LOURDES,137,4440,"0,0309"
2022,2,54,NORTE DE SANTANDER,54313,GRAMALOTE,527,8180,"0,0644"
2021,1,73,TOLIMA,73678,SAN LUIS,103,13336,"0,0077"
2021,2,05,ANTIOQUIA,05467,MONTEBELLO,376,6840,"0,055"
2022,3,08,ATLANTICO,08421,LURUACO,618,30640,"0,0202"
2020,3,25,CUNDINAMARCA,25851,UTICA,50,4511,"0,0111"
2020,4,52,NARI�O,52385,LA LLANADA,450,6547,"0,0687"
2023,1,81,ARAUCA,81794,TAME,6131,53406,"0,1148"
2021,1,15,BOYACA,15531,PAUNA,113,7372,"0,0153"
2022,3,85,CASANARE,85001,YOPAL,35372,187954,"0,1882"
2022,3,68,SANTANDER,68318,GUACA,226,6193,"0,0365"
2022,3,25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,114,5012,"0,0227"
2020,4,17,CALDAS,17446,MARULANDA,23,2662,"0,0086"
2021,3,76,VALLE DEL CAUCA,76377,LA CUMBRE,829,17152,"0,0483"
2022,3,50,META,50568,PUERTO GAITAN,4773,44852,"0,1064"
2021,3,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,17320,112536,"0,1539"
2022,2,25,CUNDINAMARCA,25658,SAN FRANCISCO,1415,12278,"0,1152"
2022,3,15,BOYACA,15204,COMBITA,380,13762,"0,0276"
2022,1,05,ANTIOQUIA,05079,BARBOSA,8379,55137,"0,152"
2020,4,68,SANTANDER,68572,PUENTE NACIONAL,108,15095,"0,0072"
2021,3,73,TOLIMA,73870,VILLAHERMOSA,33,9644,"0,0034"
2022,2,54,NORTE DE SANTANDER,54680,SANTIAGO,15,3798,"0,0039"
2022,1,25,CUNDINAMARCA,25845,UNE,195,7808,"0,025"
2021,1,23,CORDOBA,23570,PUEBLO NUEVO,1087,37587,"0,0289"
2020,4,27,CHOCO,27580,RIO IRO,4,5556,"0,0007"
2020,2,76,VALLE DEL CAUCA,76845,ULLOA,357,5673,"0,0629"
2022,4,50,META,50251,EL CASTILLO,17,8417,"0,002"
2022,2,13,BOLIVAR,13780,TALAIGUA NUEVO,459,13746,"0,0334"
2021,2,18,CAQUETA,18479,MORELIA,163,3834,"0,0425"
2020,2,44,LA GUAJIRA,44560,MANAURE,837,90687,"0,0092"
2021,2,68,SANTANDER,68229,CURITI,1537,13010,"0,1181"
2020,3,68,SANTANDER,68368,JESUS MARIA,23,3376,"0,0068"
2021,1,68,SANTANDER,68307,GIRON,34220,171211,"0,1999"
2021,3,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,4560,53252,"0,0856"
2022,1,25,CUNDINAMARCA,25662,SAN JUAN DE RIO SECO,148,9074,"0,0163"
2022,4,73,TOLIMA,73347,HERVEO,20,7632,"0,0026"
2021,1,54,NORTE DE SANTANDER,54398,LA PLAYA,14,8439,"0,0017"
2022,1,25,CUNDINAMARCA,25599,APULO,580,9234,"0,0628"
2022,3,27,CHOCO,27745,SIPI,19,3479,"0,0055"
2021,4,85,CASANARE,85300,SABANALARGA,24,3856,"0,0062"
2020,2,41,HUILA,41551,PITALITO,12386,129079,"0,096"
2020,4,15,BOYACA,15572,PUERTO BOYACA,6592,48466,"0,136"
2021,1,54,NORTE DE SANTANDER,54109,BUCARASICA,29,7012,"0,0041"
2020,4,05,ANTIOQUIA,05197,COCORNA,688,15929,"0,0432"
2023,1,13,BOLIVAR,13222,CLEMENCIA,906,16081,"0,0563"
2020,3,25,CUNDINAMARCA,25126,CAJICA,27009,89493,"0,3018"
2020,3,17,CALDAS,17662,SAMANA,315,20912,"0,0151"
2020,4,47,MAGDALENA,47692,SAN SEBASTIAN DE BUENAVISTA,160,20919,"0,0076"
2022,2,54,NORTE DE SANTANDER,54480,MUTISCUA,67,4750,"0,0141"
2022,2,76,VALLE DEL CAUCA,76001,CALI,575750,2276124,"0,253"
2020,2,70,SUCRE,70717,SAN PEDRO,12,19312,"0,0006"
2021,3,27,CHOCO,27372,JURADO,168,7153,"0,0235"
2020,4,52,NARI�O,52356,IPIALES,7805,118519,"0,0659"
2022,1,15,BOYACA,15810,TIPACOQUE,8,3442,"0,0023"
2020,3,13,BOLIVAR,13670,SAN PABLO,440,28495,"0,0154"
2022,3,25,CUNDINAMARCA,25862,VERGARA,34,7559,"0,0045"
2020,4,47,MAGDALENA,47460,NUEVA GRANADA,19,21045,"0,0009"
2020,2,73,TOLIMA,73671,SALDA�A,243,14657,"0,0166"
2020,3,05,ANTIOQUIA,05234,DABEIBA,1600,23749,"0,0674"
2022,4,97,VAUPES,97001,MITU,73,33167,"0,0022"
2020,2,68,SANTANDER,68524,PALMAS DEL SOCORRO,18,2587,"0,007"
2022,3,70,SUCRE,70233,EL ROBLE,11,10182,"0,0011"
2021,4,05,ANTIOQUIA,05361,ITUANGO,1233,28142,"0,0438"
2022,2,50,META,50450,PUERTO CONCORDIA,18,8907,"0,002"
2021,1,05,ANTIOQUIA,05674,SAN VICENTE,2546,22934,"0,111"
2021,2,25,CUNDINAMARCA,25491,NOCAIMA,293,6635,"0,0442"
2022,3,15,BOYACA,15542,PESCA,182,7031,"0,0259"
2022,2,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,1786,9732,"0,1835"
2023,1,44,LA GUAJIRA,44874,VILLANUEVA,446,33115,"0,0135"
2022,1,15,BOYACA,15518,PAJARITO,85,2493,"0,0341"
2022,2,25,CUNDINAMARCA,25086,BELTRAN,66,2010,"0,0328"
2020,3,15,BOYACA,15380,LA CAPILLA,15,2745,"0,0055"
2021,1,05,ANTIOQUIA,05480,MUTATA,1157,14639,"0,079"
2023,1,76,VALLE DEL CAUCA,76670,SAN PEDRO,889,18081,"0,0492"
2023,1,41,HUILA,41551,PITALITO,14191,134110,"0,1058"
2022,2,15,BOYACA,15522,PANQUEBA,6,1762,"0,0034"
2021,2,13,BOLIVAR,13683,SANTA ROSA,322,22327,"0,0144"
2021,3,73,TOLIMA,73411,LIBANO,2478,37540,"0,066"
2023,1,05,ANTIOQUIA,05030,AMAGA,3608,32142,"0,1123"
2023,1,73,TOLIMA,73349,HONDA,4672,25997,"0,1797"
2021,3,25,CUNDINAMARCA,25386,LA MESA,3545,36321,"0,0976"
2021,2,25,CUNDINAMARCA,25518,PAIME,26,4452,"0,0058"
2020,2,41,HUILA,41357,IQUIRA,264,9553,"0,0276"
2022,2,15,BOYACA,15368,JERICO,43,4068,"0,0106"
2021,2,05,ANTIOQUIA,05240,EBEJICO,1857,12486,"0,1487"
2021,2,68,SANTANDER,68573,PUERTO PARRA,317,7779,"0,0408"
2022,2,66,RISARALDA,66594,QUINCHIA,523,27812,"0,0188"
2021,4,73,TOLIMA,73678,SAN LUIS,356,13336,"0,0267"
2022,4,68,SANTANDER,68152,CARCASI,10,4395,"0,0023"
2021,2,25,CUNDINAMARCA,25099,BOJACA,444,11084,"0,0401"
2022,2,52,NARI�O,52435,MALLAMA,695,9336,"0,0744"
2020,2,25,CUNDINAMARCA,25312,GRANADA,132,7628,"0,0173"
2021,3,15,BOYACA,15511,PACHAVITA,10,2524,"0,004"
2023,1,20,CESAR,20250,EL PASO,442,42960,"0,0103"
2022,4,25,CUNDINAMARCA,25777,SUPATA,274,5833,"0,047"
2020,2,68,SANTANDER,68152,CARCASI,24,4374,"0,0055"
2022,1,13,BOLIVAR,13458,MONTECRISTO,1019,18045,"0,0565"
2020,4,27,CHOCO,27160,CERTEGUI,9,5798,"0,0016"
2020,3,25,CUNDINAMARCA,25799,TENJO,2782,23716,"0,1173"
2023,1,41,HUILA,41791,TARQUI,655,18783,"0,0349"
2022,1,54,NORTE DE SANTANDER,54347,HERRAN,40,7683,"0,0052"
2022,1,27,CHOCO,27001,QUIBDO,18834,139740,"0,1348"
2022,3,54,NORTE DE SANTANDER,54174,CHITAGA,226,13054,"0,0173"
2020,3,13,BOLIVAR,13673,SANTA CATALINA,34,15286,"0,0022"
2022,2,68,SANTANDER,68498,OCAMONTE,33,6080,"0,0054"
2023,1,19,CAUCA,19050,ARGELIA,415,27823,"0,0149"
2023,1,54,NORTE DE SANTANDER,54245,EL CARMEN,104,14971,"0,0069"
2020,3,47,MAGDALENA,47053,ARACATACA,791,42497,"0,0186"
2021,1,25,CUNDINAMARCA,25658,SAN FRANCISCO,1187,11886,"0,0999"
2020,3,68,SANTANDER,68855,VALLE DE SAN JOSE,236,6232,"0,0379"
2020,3,70,SUCRE,70418,LOS PALMITOS,327,23738,"0,0138"
2021,2,20,CESAR,20228,CURUMANI,682,41199,"0,0166"
2020,4,23,CORDOBA,23815,TUCH�N,344,54920,"0,0063"
2022,1,52,NARI�O,52356,IPIALES,8125,120090,"0,0677"
2023,1,23,CORDOBA,23686,SAN PELAYO,810,54610,"0,0148"
2020,2,13,BOLIVAR,13600,RIO VIEJO,68,11045,"0,0062"
2021,1,05,ANTIOQUIA,05209,CONCORDIA,1024,22137,"0,0463"
2020,3,17,CALDAS,17524,PALESTINA,1117,15757,"0,0709"
2022,4,44,LA GUAJIRA,44430,MAICAO,9989,195871,"0,051"
2021,3,05,ANTIOQUIA,05034,ANDES,4016,44983,"0,0893"
2022,1,08,ATLANTICO,08675,SANTA LUCIA,294,17593,"0,0167"
2021,2,68,SANTANDER,68498,OCAMONTE,19,6028,"0,0032"
2020,3,68,SANTANDER,68533,PARAMO,224,4785,"0,0468"
2022,2,05,ANTIOQUIA,05282,FREDONIA,2303,25541,"0,0902"
2020,3,15,BOYACA,15183,CHITA,29,8144,"0,0036"
2022,1,05,ANTIOQUIA,05585,PUERTO NARE,1061,14993,"0,0708"
2020,3,27,CHOCO,27491,NOVITA,24,9610,"0,0025"
2022,2,25,CUNDINAMARCA,25612,RICAURTE,4064,14826,"0,2741"
2022,3,13,BOLIVAR,13654,SAN JACINTO,2313,25459,"0,0909"
2021,3,15,BOYACA,15293,GACHANTIVA,131,2857,"0,0459"
2021,3,68,SANTANDER,68418,LOS SANTOS,147,15062,"0,0098"
2021,1,50,META,50245,EL CALVARIO,13,1817,"0,0072"
2021,1,15,BOYACA,15090,BERBEO,35,1645,"0,0213"
2022,1,19,CAUCA,19548,PIENDAMO,1306,43035,"0,0303"
2022,2,52,NARI�O,52612,RICAURTE,55,20436,"0,0027"
2020,2,05,ANTIOQUIA,05501,OLAYA,204,3211,"0,0635"
2022,2,15,BOYACA,15690,SANTA MARIA,198,3675,"0,0539"
2021,4,52,NARI�O,52838,TUQUERRES,1142,45932,"0,0249"
2022,3,25,CUNDINAMARCA,25592,QUEBRADANEGRA,135,5240,"0,0258"
2021,3,91,AMAZONAS,91263,EL ENCANTO,4,2074,"0,0019"
2022,4,05,ANTIOQUIA,05490,NECOCLI,2610,44743,"0,0583"
2020,2,68,SANTANDER,68327,GsEPSA,106,5240,"0,0202"
2022,1,05,ANTIOQUIA,05604,REMEDIOS,3865,30001,"0,1288"
2022,1,86,PUTUMAYO,86885,VILLAGARZON,306,26208,"0,0117"
2020,3,05,ANTIOQUIA,05120,CACERES,1181,30047,"0,0393"
2021,1,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,8365,62600,"0,1336"
2022,2,18,CAQUETA,18785,SOLITA,205,6310,"0,0325"
2020,4,13,BOLIVAR,13440,MARGARITA,20,11237,"0,0018"
2022,2,47,MAGDALENA,47205,CONCORDIA,3,11590,"0,0003"
2020,3,54,NORTE DE SANTANDER,54673,SAN CAYETANO,142,7612,"0,0187"
2021,4,13,BOLIVAR,13160,CANTAGALLO,186,8852,"0,021"
2021,4,08,ATLANTICO,08433,MALAMBO,13293,139494,"0,0953"
2020,4,70,SUCRE,70221,COVE�AS,1845,19919,"0,0926"
2021,3,20,CESAR,20060,BOSCONIA,3952,44343,"0,0891"
2023,1,19,CAUCA,19824,TOTORO,14,26336,"0,0005"
2022,3,50,META,50150,CASTILLA LA NUEVA,893,15447,"0,0578"
2020,4,19,CAUCA,19743,SILVIA,20,38652,"0,0005"
2020,3,76,VALLE DEL CAUCA,76563,PRADERA,4740,48713,"0,0973"
2022,3,19,CAUCA,19318,GUAPI,296,28878,"0,0103"
2021,3,73,TOLIMA,73675,SAN ANTONIO,51,13293,"0,0038"
2020,4,15,BOYACA,15001,TUNJA,46247,179205,"0,2581"
2021,2,25,CUNDINAMARCA,25086,BELTRAN,11,1939,"0,0057"
2021,4,08,ATLANTICO,08137,CAMPO DE LA CRUZ,351,24295,"0,0144"
2020,3,15,BOYACA,15087,BELEN,438,7682,"0,057"
2021,1,15,BOYACA,15673,SAN MATEO,36,3459,"0,0104"
2022,3,86,PUTUMAYO,86219,COLON,194,5719,"0,0339"
2022,2,52,NARI�O,52678,SAMANIEGO,605,29744,"0,0203"
2021,3,86,PUTUMAYO,86755,SAN FRANCISCO,138,6028,"0,0229"
2023,1,20,CESAR,20400,LA JAGUA DE IBIRICO,7829,53557,"0,1462"
2020,2,05,ANTIOQUIA,05854,VALDIVIA,750,14217,"0,0528"
2021,2,47,MAGDALENA,47692,SAN SEBASTIAN DE BUENAVISTA,342,21430,"0,016"
2020,2,05,ANTIOQUIA,05206,CONCEPCION,320,4899,"0,0653"
2022,1,05,ANTIOQUIA,05501,OLAYA,318,3269,"0,0973"
2022,3,47,MAGDALENA,47675,SALAMINA,497,11835,"0,042"
2020,3,15,BOYACA,15723,SATIVASUR,9,1128,"0,008"
2022,1,15,BOYACA,15814,TOCA,546,9229,"0,0592"
2023,1,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,844,9817,"0,086"
2021,2,15,BOYACA,15720,SATIVANORTE,19,2248,"0,0085"
2021,1,15,BOYACA,15097,BOAVITA,62,5263,"0,0118"
2021,3,15,BOYACA,15755,SOCOTA,117,7460,"0,0157"
2022,1,44,LA GUAJIRA,44560,MANAURE,563,95275,"0,0059"
2022,2,05,ANTIOQUIA,05647,SAN ANDRES DE CUERQUIA,836,7531,"0,111"
2022,2,44,LA GUAJIRA,44078,BARRANCAS,723,41927,"0,0172"
2022,2,13,BOLIVAR,13001,CARTAGENA,189661,1043185,"0,1818"
2020,2,17,CALDAS,17433,MANZANARES,511,18345,"0,0279"
2022,1,15,BOYACA,15296,GAMEZA,66,5061,"0,013"
2021,2,54,NORTE DE SANTANDER,54347,HERRAN,180,7567,"0,0238"
2021,3,73,TOLIMA,73686,SANTA ISABEL,32,5748,"0,0056"
2022,1,41,HUILA,41801,TERUEL,506,8486,"0,0596"
2022,2,18,CAQUETA,18001,FLORENCIA,24312,176630,"0,1376"
2021,4,25,CUNDINAMARCA,25530,PARATEBUENO,64,9245,"0,0069"
2021,1,05,ANTIOQUIA,05483,NARI�O,477,10541,"0,0453"
2020,3,50,META,50680,SAN CARLOS DE GUAROA,253,12847,"0,0197"
2020,4,66,RISARALDA,66318,GUATICA,109,12325,"0,0088"
2020,2,25,CUNDINAMARCA,25807,TIBIRITA,66,3337,"0,0198"
2022,3,15,BOYACA,15753,SOATA,295,9295,"0,0317"
2021,1,54,NORTE DE SANTANDER,54660,SALAZAR,33,11250,"0,0029"
2022,3,52,NARI�O,52490,OLAYA HERRERA,74,26110,"0,0028"
2022,1,23,CORDOBA,23660,SAHAGUN,5930,114033,"0,052"
2020,3,25,CUNDINAMARCA,25612,RICAURTE,2526,13973,"0,1808"
2023,1,05,ANTIOQUIA,05495,NECHI,1505,27705,"0,0543"
2021,2,54,NORTE DE SANTANDER,54810,TIBU,2941,60007,"0,049"
2020,2,86,PUTUMAYO,86755,SAN FRANCISCO,44,5928,"0,0074"
2022,2,23,CORDOBA,23182,CHINU,4662,50701,"0,092"
2021,1,19,CAUCA,19548,PIENDAMO,3095,42578,"0,0727"
2020,4,18,CAQUETA,18785,SOLITA,24,6271,"0,0038"
2021,2,50,META,50287,FUENTE DE ORO,323,12823,"0,0252"
2021,1,66,RISARALDA,66318,GUATICA,103,12367,"0,0083"
2022,4,25,CUNDINAMARCA,25335,GUAYABETAL,270,7055,"0,0383"
2023,1,25,CUNDINAMARCA,25489,NIMAIMA,49,4138,"0,0118"
2022,4,15,BOYACA,15215,CORRALES,202,2631,"0,0768"
2021,2,19,CAUCA,19532,PATIA,405,38152,"0,0106"
2020,4,68,SANTANDER,68573,PUERTO PARRA,53,7771,"0,0068"
2022,1,41,HUILA,41807,TIMANA,1274,23101,"0,0551"
2021,4,17,CALDAS,17867,VICTORIA,503,10343,"0,0486"
2020,2,52,NARI�O,52001,PASTO,83153,402073,"0,2068"
2022,1,73,TOLIMA,73520,PALOCABILDO,72,9681,"0,0074"
2023,1,13,BOLIVAR,13433,MAHATES,1216,30104,"0,0404"
2020,4,15,BOYACA,15218,COVARACHIA,31,2839,"0,0109"
2020,3,27,CHOCO,27495,NUQUI,586,17029,"0,0344"
